turtle,乌龟,七年级,Unit9
lizard,蜥蜴,七年级,Unit9
crocodile,鳄鱼,七年级,Unit9
hippo,河马,七年级,Unit9
zebra,斑马,七年级,Unit9
camel,骆驼,七年级,Unit9
ostrich,鸵鸟,七年级,Unit9
peacock,孔雀,七年级,Unit9
swan,天鹅,七年级,Unit9
eagle,鹰,七年级,Unit9
owl,猫头鹰,七年级,Unit9
parrot,鹦鹉,七年级,Unit9
flamingo,火烈鸟,七年级,Unit9
pigeon,鸽子,七年级,Unit9
crow,乌鸦,七年级,Unit9
hawk,鹰,七年级,Unit9
vulture,秃鹫,七年级,Unit9
owl,猫头鹰,七年级,Unit9
nightingale,夜莺,七年级,Unit9
canary,金丝雀,七年级,Unit9
robin,知更鸟,七年级,Unit9
sparrow,麻雀,七年级,Unit9
swallow,燕子,七年级,Unit9
dragonfly,蜻蜓,七年级,Unit9
firefly,萤火虫,七年级,Unit9
ladybug,瓢虫,七年级,Unit9
beetle,甲虫,七年级,Unit9
moth,飞蛾,七年级,Unit9
mosquito,蚊子,七年级,Unit9
fly,苍蝇,七年级,Unit9
wasp,黄蜂,七年级,Unit9
termite,白蚁,七年级,Unit9
cicada,蝉,七年级,Unit9
locust,蝗虫,七年级,Unit9
matter,事情,八年级,Unit1
have,有,八年级,Unit1
should,应该,八年级,Unit1
toothache,牙痛,八年级,Unit1
headache,头痛,八年级,Unit1
stomachache,胃痛,八年级,Unit1
sore,疼痛的,八年级,Unit1
back,背部,八年级,Unit1
arm,手臂,八年级,Unit1
leg,腿,八年级,Unit1
foot,脚,八年级,Unit1
hand,手,八年级,Unit1
eye,眼睛,八年级,Unit1
ear,耳朵,八年级,Unit1
nose,鼻子,八年级,Unit1
mouth,嘴,八年级,Unit1
throat,喉咙,八年级,Unit1
fever,发烧,八年级,Unit1
cough,咳嗽,八年级,Unit1
cold,感冒,八年级,Unit1
rest,休息,八年级,Unit1
honey,蜂蜜,八年级,Unit1
dentist,牙医,八年级,Unit1
should,应该,八年级,Unit1
lie,躺,八年级,Unit1
down,向下,八年级,Unit1
water,水,八年级,Unit1
drink,喝,八年级,Unit1
hot,热的,八年级,Unit1
tea,茶,八年级,Unit1
with,和,八年级,Unit1
maybe,也许,八年级,Unit2
problem,问题,八年级,Unit2
hungry,饥饿的,八年级,Unit2
thirsty,口渴的,八年级,Unit2
tired,疲倦的,八年级,Unit2
stress,压力,八年级,Unit2
healthy,健康的,八年级,Unit2
weak,虚弱的,八年级,Unit2
traditional,传统的,八年级,Unit2
medicine,药,八年级,Unit2
western,西方的,八年级,Unit2
everybody,每个人,八年级,Unit2
get,变得,八年级,Unit2
few,很少的,八年级,Unit2
stay,保持,八年级,Unit2
important,重要的,八年级,Unit2
balanced,平衡的,八年级,Unit2
diet,饮食,八年级,Unit2
moment,时刻,八年级,Unit2
until,直到,八年级,Unit2
dear,亲爱的,八年级,Unit2
host,主人,八年级,Unit3
guess,猜测,八年级,Unit3
party,聚会,八年级,Unit3
tonight,今晚,八年级,Unit3
study,学习,八年级,Unit3
for,为了,八年级,Unit3
math,数学,八年级,Unit3
exam,考试,八年级,Unit3
chemistry,化学,八年级,Unit3
history,历史,八年级,Unit3
conversation,对话,八年级,Unit3
habit,习惯,八年级,Unit3
weekend,周末,八年级,Unit3
often,经常,八年级,Unit3
hardly,几乎不,八年级,Unit3
ever,曾经,八年级,Unit3
once,一次,八年级,Unit3
twice,两次,八年级,Unit3
time,次数,八年级,Unit3
shop,购物,八年级,Unit3
skate,滑冰,八年级,Unit3
watch,观看,八年级,Unit3
TV,电视,八年级,Unit3
program,节目,八年级,Unit3
exercise,锻炼,八年级,Unit3
surf,冲浪,八年级,Unit3
internet,互联网,八年级,Unit3
high,高的,八年级,Unit3
school,学校,八年级,Unit3
grade,年级,八年级,Unit3
most,大多数,八年级,Unit3
no,没有,八年级,Unit3
result,结果,八年级,Unit3
active,活跃的,八年级,Unit3
for,对于,八年级,Unit3
as,作为,八年级,Unit3
about,关于,八年级,Unit3
junk,垃圾,八年级,Unit4
food,食物,八年级,Unit4
coffee,咖啡,八年级,Unit4
milk,牛奶,八年级,Unit4
chocolate,巧克力,八年级,Unit4
vegetable,蔬菜,八年级,Unit4
fruit,水果,八年级,Unit4
health,健康,八年级,Unit4
how,如何,八年级,Unit4
many,许多,八年级,Unit4
hours,小时,八年级,Unit4
sleep,睡觉,八年级,Unit4
less,较少,八年级,Unit4
try,尝试,八年级,Unit4
eat,吃,八年级,Unit4
more,更多,八年级,Unit4
keep,保持,八年级,Unit4
good,好的,八年级,Unit4
difference,不同,八年级,Unit4
although,虽然,八年级,Unit4
unhealthy,不健康的,八年级,Unit4
body,身体,八年级,Unit4
same,相同的,八年级,Unit4
different,不同的,八年级,Unit4
person,人,八年级,Unit4
grade,年级,八年级,Unit4
bus,公共汽车,八年级,Unit5
station,车站,八年级,Unit5
subway,地铁,八年级,Unit5
train,火车,八年级,Unit5
minute,分钟,八年级,Unit5
walk,走路,八年级,Unit5
kilometer,千米,八年级,Unit5
shower,淋浴,八年级,Unit5
quick,快的,八年级,Unit5
breakfast,早餐,八年级,Unit5
mile,英里,八年级,Unit5
bicycle,自行车,八年级,Unit5
leave,离开,八年级,Unit5
for,为了,八年级,Unit5
north,北方,八年级,Unit5
part,部分,八年级,Unit5
thing,事情,八年级,Unit5
other,其他的,八年级,Unit5
depends,取决于,八年级,Unit5
river,河,八年级,Unit5
boat,船,八年级,Unit5
must,必须,八年级,Unit5
more,更多,八年级,Unit5
than,比,八年级,Unit5
mean,意思是,八年级,Unit5
town,城镇,八年级,Unit5
ill,生病的,八年级,Unit6
worry,担心,八年级,Unit6
festival,节日,八年级,Unit6
Spring,Festival,春节,八年级,Unit6
clean,打扫,八年级,Unit6
next,下一个,八年级,Unit6
week,周,八年级,Unit6
year,年,八年级,Unit6
celebrate,庆祝,八年级,Unit6
lantern,灯笼,八年级,Unit6
sweet,甜的,八年级,Unit6
luck,运气,八年级,Unit6
dumpling,饺子,八年级,Unit6
midnight,午夜,八年级,Unit6
relative,亲戚,八年级,Unit6
gift,礼物,八年级,Unit6
open,打开,八年级,Unit6
stay,停留,八年级,Unit6
up,向上,八年级,Unit6
luck,运气,八年级,Unit6
tradition,传统,八年级,Unit6
celebration,庆祝,八年级,Unit6
activity,活动,八年级,Unit6
mooncake,月饼,八年级,Unit6
lantern,灯笼,八年级,Unit6
dragon,龙,八年级,Unit6
boat,船,八年级,Unit6
race,比赛,八年级,Unit6
zongzi,粽子,八年级,Unit6
ancestor,祖先,八年级,Unit6
story,故事,八年级,Unit6
legend,传说,八年级,Unit6
change,改变,八年级,Unit6
into,变成,八年级,Unit6
fish,鱼,八年级,Unit7
friend,朋友,八年级,Unit7
same,相同的,八年级,Unit7
class,班级,八年级,Unit7
together,一起,八年级,Unit7
interest,兴趣,八年级,Unit7
though,虽然,八年级,Unit7
necessary,必要的,八年级,Unit7
different,不同的,八年级,Unit7
kind,种类的,八年级,Unit7
care,关心,八年级,Unit7
careful,小心的,八年级,Unit7
careless,粗心的,八年级,Unit7
kind,善良的,八年级,Unit7
person,人,八年级,Unit7
wild,野生的,八年级,Unit7
animal,动物,八年级,Unit7
danger,危险,八年级,Unit7
protect,保护,八年级,Unit7
endangered,濒危的,八年级,Unit7
environment,环境,八年级,Unit7
pollution,污染,八年级,Unit7
save,拯救,八年级,Unit7
recycle,回收,八年级,Unit7
waste,浪费,八年级,Unit7
earth,地球,八年级,Unit7
resource,资源,八年级,Unit7
energy,能量,八年级,Unit7
climate,气候,八年级,Unit7
global,全球的,八年级,Unit7
warming,变暖,八年级,Unit7
future,未来,八年级,Unit7
generation,一代,八年级,Unit7
responsibility,责任,八年级,Unit7
citizen,公民,八年级,Unit7
volunteer,志愿者,八年级,Unit7
organization,组织,八年级,Unit7
community,社区,八年级,Unit7
society,社会,八年级,Unit7
country,国家,八年级,Unit7
government,政府,八年级,Unit7
law,法律,八年级,Unit7
policy,政策,八年级,Unit7
education,教育,八年级,Unit7
health,健康,八年级,Unit7
service,服务,八年级,Unit7
program,项目,八年级,Unit7
project,计划,八年级,Unit7
plan,计划,八年级,Unit7
goal,目标,八年级,Unit7
dream,梦想,八年级,Unit7
hope,希望,八年级,Unit7
wish,愿望,八年级,Unit7
desire,渴望,八年级,Unit7
ambition,抱负,八年级,Unit7
achievement,成就,八年级,Unit7
success,成功,八年级,Unit7
failure,失败,八年级,Unit7
challenge,挑战,八年级,Unit7
opportunity,机会,八年级,Unit7
difficulty,困难,八年级,Unit7
problem,问题,八年级,Unit7
solution,解决方案,八年级,Unit7
idea,想法,八年级,Unit7
thought,思想,八年级,Unit7
opinion,观点,八年级,Unit7
view,观点,八年级,Unit7
perspective,视角,八年级,Unit7
attitude,态度,八年级,Unit7
behavior,行为,八年级,Unit7
habit,习惯,八年级,Unit7
custom,习俗,八年级,Unit7
culture,文化,八年级,Unit7
tradition,传统,八年级,Unit7
history,历史,八年级,Unit7
language,语言,八年级,Unit7
literature,文学,八年级,Unit7
art,艺术,八年级,Unit7
music,音乐,八年级,Unit7
dance,舞蹈,八年级,Unit7
sport,运动,八年级,Unit7
game,游戏,八年级,Unit7
hobby,爱好,八年级,Unit7
interest,兴趣,八年级,Unit7
passion,热情,八年级,Unit7
enthusiasm,激情,八年级,Unit7
talent,天赋,八年级,Unit7
skill,技能,八年级,Unit7
ability,能力,八年级,Unit7
knowledge,知识,八年级,Unit7
experience,经验,八年级,Unit7
wisdom,智慧,八年级,Unit7
understanding,理解,八年级,Unit7
intelligence,智力,八年级,Unit7
creativity,创造力,八年级,Unit7
imagination,想象力,八年级,Unit7
curiosity,好奇心,八年级,Unit7
exploration,探索,八年级,Unit7
discovery,发现,八年级,Unit7
invention,发明,八年级,Unit7
innovation,创新,八年级,Unit7
improvement,改进,八年级,Unit7
progress,进步,八年级,Unit7
development,发展,八年级,Unit7
growth,成长,八年级,Unit7
change,变化,八年级,Unit7
transformation,转变,八年级,Unit7
evolution,进化,八年级,Unit7
revolution,革命,八年级,Unit7
movement,运动,八年级,Unit7
action,行动,八年级,Unit7
reaction,反应,八年级,Unit7
interaction,互动,八年级,Unit7
communication,交流,八年级,Unit7
collaboration,合作,八年级,Unit7
cooperation,合作,八年级,Unit7
partnership,伙伴关系,八年级,Unit7
friendship,友谊,八年级,Unit7
relationship,关系,八年级,Unit7
connection,联系,八年级,Unit7
network,网络,八年级,Unit7
system,系统,八年级,Unit7
structure,结构,八年级,Unit7
organization,组织,八年级,Unit7
institution,机构,八年级,Unit7
enterprise,企业,八年级,Unit7
company,公司,八年级,Unit7
business,商业,八年级,Unit7
industry,工业,八年级,Unit7
economy,经济,八年级,Unit7
market,市场,八年级,Unit7
trade,贸易,八年级,Unit7
commerce,商业,八年级,Unit7
finance,金融,八年级,Unit7
investment,投资,八年级,Unit7
capital,资本,八年级,Unit7
money,钱,八年级,Unit7
currency,货币,八年级,Unit7
bank,银行,八年级,Unit7
stock,股票,八年级,Unit7
share,股份,八年级,Unit7
profit,利润,八年级,Unit7
income,收入,八年级,Unit7
expense,开支,八年级,Unit7
budget,预算,八年级,Unit7
price,价格,八年级,Unit7
cost,成本,八年级,Unit7
value,价值,八年级,Unit7
worth,值得,八年级,Unit7
quality,质量,八年级,Unit7
quantity,数量,八年级,Unit7
amount,数量,八年级,Unit7
number,数字,八年级,Unit7
figure,数字,八年级,Unit7
statistic,统计,八年级,Unit7
data,数据,八年级,Unit7
information,信息,八年级,Unit7
knowledge,知识,八年级,Unit7
wisdom,智慧,八年级,Unit7
understanding,理解,八年级,Unit7
insight,洞察,八年级,Unit7
awareness,意识,八年级,Unit7
consciousness,意识,八年级,Unit7
mind,头脑,八年级,Unit7
brain,大脑,八年级,Unit7
thought,思想,八年级,Unit7
idea,想法,八年级,Unit7
concept,概念,八年级,Unit7
theory,理论,八年级,Unit7
principle,原则,八年级,Unit7
law,法律,八年级,Unit7
rule,规则,八年级,Unit7
regulation,规定,八年级,Unit7
policy,政策,八年级,Unit7
strategy,策略,八年级,Unit7
tactic,战术,八年级,Unit7
plan,计划,八年级,Unit7
method,方法,八年级,Unit7
technique,技术,八年级,Unit7
approach,方法,八年级,Unit7
process,过程,八年级,Unit7
procedure,程序,八年级,Unit7
system,系统,八年级,Unit7
mechanism,机制,八年级,Unit7
structure,结构,八年级,Unit7
framework,框架,八年级,Unit7
foundation,基础,八年级,Unit7
basis,基础,八年级,Unit7
ground,地面,八年级,Unit7
base,基础,八年级,Unit7
background,背景,八年级,Unit7
context,背景,八年级,Unit7
environment,环境,八年级,Unit7
situation,情况,八年级,Unit7
condition,条件,八年级,Unit7
state,状态,八年级,Unit7
status,状态,八年级,Unit7
position,位置,八年级,Unit7
location,地点,八年级,Unit7
place,地方,八年级,Unit7
space,空间,八年级,Unit7
area,区域,八年级,Unit7
region,地区,八年级,Unit7
zone,地带,八年级,Unit7
district,区域,八年级,Unit7
territory,领土,八年级,Unit7
land,土地,八年级,Unit7
country,国家,八年级,Unit7
nation,民族,八年级,Unit7
state,州,八年级,Unit7
city,城市,八年级,Unit7
town,城镇,八年级,Unit7
village,村庄,八年级,Unit7
community,社区,八年级,Unit7
society,社会,八年级,Unit7
culture,文化,八年级,Unit7
civilization,文明,八年级,Unit7
history,历史,八年级,Unit7
tradition,传统,八年级,Unit7
custom,习俗,八年级,Unit7
habit,习惯,八年级,Unit7
practice,练习,八年级,Unit7
experience,经验,八年级,Unit7
skill,技能,八年级,Unit7
ability,能力,八年级,Unit7
talent,天赋,八年级,Unit7
gift,天赋,八年级,Unit7
quality,质量,八年级,Unit7
character,性格,八年级,Unit7
personality,个性,八年级,Unit7
nature,本质,八年级,Unit7
spirit,精神,八年级,Unit7
soul,灵魂,八年级,Unit7
heart,心脏,八年级,Unit7
mind,头脑,八年级,Unit7
body,身体,八年级,Unit7
life,生命,八年级,Unit7
death,死亡,八年级,Unit7
birth,出生,八年级,Unit7
growth,成长,八年级,Unit7
development,发展,八年级,Unit7
progress,进步,八年级,Unit7
change,变化,八年级,Unit7
improvement,改进,八年级,Unit7
success,成功,八年级,Unit7
achievement,成就,八年级,Unit7
victory,胜利,八年级,Unit7
triumph,凯旋,八年级,Unit7
glory,荣耀,八年级,Unit7
honor,荣誉,八年级,Unit7
respect,尊重,八年级,Unit7
admiration,钦佩,八年级,Unit7
appreciation,欣赏,八年级,Unit7
gratitude,感激,八年级,Unit7
thankfulness,感谢,八年级,Unit7
love,爱,八年级,Unit7
affection,喜爱,八年级,Unit7
friendship,友谊,八年级,Unit7
kinship,亲属关系,八年级,Unit7
relationship,关系,八年级,Unit7
connection,联系,八年级,Unit7
bond,纽带,八年级,Unit7
link,连接,八年级,Unit7
tie,联系,八年级,Unit7
attachment,依恋,八年级,Unit7
commitment,承诺,八年级,Unit7
devotion,奉献,八年级,Unit7
loyalty,忠诚,八年级,Unit7
faith,信仰,八年级,Unit7
trust,信任,八年级,Unit7
confidence,信心,八年级,Unit7
belief,信念,八年级,Unit7
conviction,信念,八年级,Unit7
assurance,保证,八年级,Unit7
guarantee,保证,八年级,Unit7
promise,承诺,八年级,Unit7
agreement,协议,八年级,Unit7
contract,合同,八年级,Unit7
deal,交易,八年级,Unit7
arrangement,安排,八年级,Unit7
understanding,理解,八年级,Unit7
agreement,同意,八年级,Unit7
consensus,共识,八年级,Unit7
unity,团结,八年级,Unit7
harmony,和谐,八年级,Unit7
peace,和平,八年级,Unit7
stability,稳定,八年级,Unit7
order,秩序,八年级,Unit7
balance,平衡,八年级,Unit7
justice,正义,八年级,Unit7
fairness,公平,八年级,Unit7
equality,平等,八年级,Unit7
freedom,自由,八年级,Unit7
liberty,自由,八年级,Unit7
independence,独立,八年级,Unit7
autonomy,自主,八年级,Unit7
sovereignty,主权,八年级,Unit7
authority,权威,八年级,Unit7
power,权力,八年级,Unit7
influence,影响,八年级,Unit7
impact,影响,八年级,Unit7
effect,效果,八年级,Unit7
result,结果,八年级,Unit7
consequence,后果,八年级,Unit7
outcome,结果,八年级,Unit7
impact,影响,八年级,Unit7
