unfinished,未完成的,九年级,Unit2
done,完成的,九年级,Unit2
undone,未完成的,九年级,Unit2
ready,准备好的,九年级,Unit2
prepared,准备好的,九年级,Unit2
unprepared,未准备的,九年级,Unit2
possible,可能的,九年级,Unit2
impossible,不可能的,九年级,Unit2
probable,很可能的,九年级,Unit2
improbable,不太可能的,九年级,Unit2
likely,可能的,九年级,Unit2
unlikely,不太可能的,九年级,Unit2
certain,确定的,九年级,Unit2
uncertain,不确定的,九年级,Unit2
sure,确定的,九年级,Unit2
unsure,不确定的,九年级,Unit2
definite,明确的,九年级,Unit2
indefinite,不明确的,九年级,Unit2
exact,确切的,九年级,Unit2
inexact,不确切的,九年级,Unit2
precise,精确的,九年级,Unit2
imprecise,不精确的,九年级,Unit2
accurate,准确的,九年级,Unit2
inaccurate,不准确的,九年级,Unit2
correct,正确的,九年级,Unit2
incorrect,不正确的,九年级,Unit2
right,正确的,九年级,Unit2
wrong,错误的,九年级,Unit2
true,真实的,九年级,Unit2
false,虚假的,九年级,Unit2
real,真实的,九年级,Unit2
unreal,不真实的,九年级,Unit2
genuine,真正的,九年级,Unit2
fake,假的,九年级,Unit2
artificial,人工的,九年级,Unit2
natural,自然的,九年级,Unit2
unnatural,不自然的,九年级,Unit2
organic,有机的,九年级,Unit2
inorganic,无机的,九年级,Unit2
alive,活着的,九年级,Unit2
dead,死的,九年级,Unit2
living,活着的,九年级,Unit2
lifeless,无生命的,九年级,Unit2
animate,有生命的,九年级,Unit2
inanimate,无生命的,九年级,Unit2
mobile,可移动的,九年级,Unit2
immobile,不可移动的,九年级,Unit2
movable,可移动的,九年级,Unit2
immovable,不可移动的,九年级,Unit2
flexible,灵活的,九年级,Unit2
inflexible,不灵活的,九年级,Unit2
rigid,僵硬的,九年级,Unit2
elastic,有弹性的,九年级,Unit2
plastic,可塑的,九年级,Unit2
solid,固体的,九年级,Unit2
liquid,液体的,九年级,Unit2
gas,气体的,九年级,Unit2
fluid,流体的,九年级,Unit2
dry,干的,九年级,Unit2
wet,湿的,九年级,Unit2
hot,热的,九年级,Unit2
cold,冷的,九年级,Unit2
warm,温暖的,九年级,Unit2
cool,凉爽的,九年级,Unit2
freezing,冰冻的,九年级,Unit2
boiling,沸腾的,九年级,Unit2
spicy,辣的,九年级,Unit2
sweet,甜的,九年级,Unit2
sour,酸的,九年级,Unit2
bitter,苦的,九年级,Unit2
salty,咸的,九年级,Unit2
tasty,美味的,九年级,Unit2
delicious,美味的,九年级,Unit2
tasteless,无味的,九年级,Unit2
flavorful,有味道的,九年级,Unit2
flavorless,无味的,九年级,Unit2
fragrant,芳香的,九年级,Unit2
odorless,无味的,九年级,Unit2
smelly,有臭味的,九年级,Unit2
stinky,发臭的,九年级,Unit2
fresh,新鲜的,九年级,Unit2
stale,不新鲜的,九年级,Unit2
rotten,腐烂的,九年级,Unit2
spoiled,变质的,九年级,Unit2
preserved,保存的,九年级,Unit2
canned,罐装的,九年级,Unit2
frozen,冷冻的,九年级,Unit2
dried,干的,九年级,Unit2
raw,生的,九年级,Unit2
cooked,熟的,九年级,Unit2
baked,烘烤的,九年级,Unit2
fried,油炸的,九年级,Unit2
boiled,煮熟的,九年级,Unit2
steamed,蒸煮的,九年级,Unit2
grilled,烧烤的,九年级,Unit2
roasted,烤制的,九年级,Unit2
toasted,烤过的,九年级,Unit2
healthy,健康的,九年级,Unit2
unhealthy,不健康的,九年级,Unit2
nutritious,有营养的,九年级,Unit2
nourishing,滋养的,九年级,Unit2
wholesome,有益健康的,九年级,Unit2
harmful,有害的,九年级,Unit2
toxic,有毒的,九年级,Unit2
poisonous,有毒的,九年级,Unit2
dangerous,危险的,九年级,Unit2
safe,安全的,九年级,Unit2
secure,安全的,九年级,Unit2
harmless,无害的,九年级,Unit2
beneficial,有益的,九年级,Unit2
useful,有用的,九年级,Unit2
helpful,有帮助的,九年级,Unit2
useless,无用的,九年级,Unit2
helpless,无助的,九年级,Unit2
powerful,强大的,九年级,Unit2
powerless,无力的,九年级,Unit2
strong,强壮的,九年级,Unit2
weak,虚弱的,九年级,Unit2
tough,坚韧的,九年级,Unit2
fragile,脆弱的,九年级,Unit2
delicate,精致的,九年级,Unit2
sturdy,坚固的,九年级,Unit2
durable,耐用的,九年级,Unit2
temporary,临时的,九年级,Unit2
permanent,永久的,九年级,Unit2
lasting,持久的,九年级,Unit2
brief,简短的,九年级,Unit2
short,短的,九年级,Unit2
long,长的,九年级,Unit2
eternal,永恒的,九年级,Unit2
temporary,暂时的,九年级,Unit2
instant,即时的,九年级,Unit2
immediate,立即的,九年级,Unit2
gradual,逐渐的,九年级,Unit2
sudden,突然的,九年级,Unit2
quick,快的,九年级,Unit2
slow,慢的,九年级,Unit2
fast,快的,九年级,Unit2
rapid,快速的,九年级,Unit2
swift,快速的,九年级,Unit2
slow,缓慢的,九年级,Unit2
sluggish,迟缓的,九年级,Unit2
speedy,迅速的,九年级,Unit2
hasty,匆忙的,九年级,Unit2
rushed,匆忙的,九年级,Unit2
leisurely,悠闲的,九年级,Unit2
relaxed,放松的,九年级,Unit2
relaxing,令人放松的,九年级,Unit2
stressful,有压力的,九年级,Unit2
tense,紧张的,九年级,Unit2
calm,平静的,九年级,Unit2
peaceful,和平的,九年级,Unit2
chaotic,混乱的,九年级,Unit2
orderly,有序的,九年级,Unit2
disorganized,无序的,九年级,Unit2
organized,有组织的,九年级,Unit2
structured,有结构的,九年级,Unit2
unstructured,无结构的,九年级,Unit2
simple,简单的,九年级,Unit2
complex,复杂的,九年级,Unit2
complicated,复杂的,九年级,Unit2
easy,容易的,九年级,Unit2
difficult,困难的,九年级,Unit2
hard,困难的,九年级,Unit2
challenging,具有挑战性的,九年级,Unit2
demanding,要求高的,九年级,Unit2
manageable,可管理的,九年级,Unit2
controllable,可控制的,九年级,Unit2
predictable,可预测的,九年级,Unit2
unpredictable,不可预测的,九年级,Unit2
expected,预期的,九年级,Unit2
unexpected,意外的,九年级,Unit2
surprising,令人惊讶的,九年级,Unit2
shocking,令人震惊的,九年级,Unit2
amazing,令人惊叹的,九年级,Unit2
wonderful,美妙的,九年级,Unit2
terrible,糟糕的,九年级,Unit2
awful,糟糕的,九年级,Unit2
horrible,可怕的,九年级,Unit2
scary,可怕的,九年级,Unit2
frightening,令人恐惧的,九年级,Unit2
terrifying,令人恐惧的,九年级,Unit2
lovely,可爱的,九年级,Unit2
ugly,丑陋的,九年级,Unit2
beautiful,美丽的,九年级,Unit2
pretty,漂亮的,九年级,Unit2
handsome,英俊的,九年级,Unit2
attractive,有吸引力的,九年级,Unit2
charming,迷人的,九年级,Unit2
appealing,有吸引力的,九年级,Unit2
repulsive,令人排斥的,九年级,Unit2
disgusting,令人厌恶的,九年级,Unit2
pleasant,令人愉快的,九年级,Unit2
unpleasant,令人不愉快的,九年级,Unit2
enjoyable,令人享受的,九年级,Unit2
entertaining,有趣的,九年级,Unit2
boring,无聊的,九年级,Unit2
interesting,有趣的,九年级,Unit2
exciting,令人兴奋的,九年级,Unit2
thrilling,令人激动的,九年级,Unit2
fascinating,迷人的,九年级,Unit2
amusing,有趣的,九年级,Unit2
confusing,令人困惑的,九年级,Unit2
puzzling,令人困惑的,九年级,Unit2
surprising,令人惊讶的,九年级,Unit2
shocking,令人震惊的,九年级,Unit2
astonishing,令人惊讶的,九年级,Unit2
astounding,令人震惊的,九年级,Unit2
