turtle,乌龟,七年级,Unit9
lizard,蜥蜴,七年级,Unit9
crocodile,鳄鱼,七年级,Unit9
hippo,河马,七年级,Unit9
zebra,斑马,七年级,Unit9
camel,骆驼,七年级,Unit9
ostrich,鸵鸟,七年级,Unit9
peacock,孔雀,七年级,Unit9
swan,天鹅,七年级,Unit9
eagle,鹰,七年级,Unit9
owl,猫头鹰,七年级,Unit9
parrot,鹦鹉,七年级,Unit9
flamingo,火烈鸟,七年级,Unit9
pigeon,鸽子,七年级,Unit9
crow,乌鸦,七年级,Unit9
hawk,鹰,七年级,Unit9
vulture,秃鹫,七年级,Unit9
owl,猫头鹰,七年级,Unit9
nightingale,夜莺,七年级,Unit9
canary,金丝雀,七年级,Unit9
robin,知更鸟,七年级,Unit9
sparrow,麻雀,七年级,Unit9
swallow,燕子,七年级,Unit9
dragonfly,蜻蜓,七年级,Unit9
firefly,萤火虫,七年级,Unit9
ladybug,瓢虫,七年级,Unit9
beetle,甲虫,七年级,Unit9
moth,飞蛾,七年级,Unit9
mosquito,蚊子,七年级,Unit9
fly,苍蝇,七年级,Unit9
wasp,黄蜂,七年级,Unit9
termite,白蚁,七年级,Unit9
cicada,蝉,七年级,Unit9
locust,蝗虫,七年级,Unit9
